text,openness,conscientiousness,extraversion,agreeableness,neuroticism
"WELL, I'M FINALLY DOING MY HOMEWORK. THATS GOOD SO FAR. I REALY LIKE THIS PSYCHOLOGY CLASS. MY PROFESSOR IS PRETTY COOL. HE'S THE ONLY TEACHER WHO MAKES ME LAUGH. EDP IS SO BORING. ITS LIKE BEING IN HIGH SCHOOL. MAN, HIGH SCHOOL IS FINALLY OVER ATLEAST. I'M FINALLY IN THE REAL WORLD. IT FEELS GOOD TO GO TO UT. IT'S LIKE I'M LIVING A DREAM. THIS IS SO COOL. I REALLY NEED TO CONCNTRATE ON MY SCHOOL WORK, THOUGH. IT'S GOING TO BE DIFFICULT, THOUGH, WITH WORK AND ALL. I HAVE TO TAKE AN EXTREMELY HARD TEST AT THE OLIVE GARDEN TOMARROW. I HOPE I PASS. I CAN'T WAIT UNTILL I START MAKING SOME GOOD MONEY. SPEAKING OF MONEY, I'M RUNNING LOW. TIME TO SEN WORD TO GOOD OL'E MOM. SHE'S SO GOOD TO ME. I SURE DON'T WANT TO LET HER DOWN. I MISS HER AND MY FATHER, AND ESPECIALLY BOTH OF MY BROTHERS. I HAVE SO MUCH FUN WHEN I'M WITH THEM. I MISS PLAYING FOOTBALL WITH CODY. THAT WAS A LOT OF FUN.  I'LL NEVER FORGET MY HOMECOMING GAME ON MY SENIOR YEAR WHEN I HT THAT GUY. THAT WAS SO AWESOME. I'LL NEVER FORGET WHEN THEY HD TO MEDI-VAC HIM OFF OF THE FIELD. THAT WAS SO COOL. I'LL NEVER FORGET HOW I FEALT WHEN THEY HAD TO STOP THE GAME BECUSE HE LOST COUNTIOSNESS. EVERYBODY IN SCHOOL STARTED CALLING ME K. O. , FOR KNOCK OUT. I WISH I COULD PLAY SOME FOOTBALL FOR U. T. THAT WOULD BE AWESOME. I'M GOING TO TAKE CRYSTAL TO THE NEXT GAME. I CAN' BELIEVE I'VE BEEN WITH HER FOR SO LONG. I GUESS THAT MEANS I'M DOING GOOD. I'M GOING TO COLLEGE, I HAV A JOB, AND A STEADY RELATIONSHIP. SO FAR SO GOOD. I CAN'T WAIT UNTILL I GET THAT DEGREE AND PUT SOME OF THIS KNOWLEDGE TO USE. MAN, ITS ONLY BEEN 11 MINUTES. I HAVE TO GET UP EARLY MANANA AND IT'S GETTING KIND OF LATE. BUT, HEY, ATLEAST I'M BEING CONSTRUCTIVE. WHEN I WENT TO WORK EARLIER, I GOT TO TAKE SOME FOOD TO A COUPLE OF TABLES. I WAS A LITTLE NERVOUS, BUT I DID WELL. ONCE  GET INTO THE SWING OF THINGS, I BET IT WILL GO SMOOTH. IT BETTER. IF IT DOESN'T, I'LL FIND A LESS STRESSFUL JOB. THE MONEY AT THE OLIVE GARDEN BETTER COMPENSATE FOR THE STRESS. MY MANAGER IS PRETTY COOL. SHE'S GOING TO WORK AROUND MY SCHEDULE. I WONDER WHAT THIS THING IS GOING TO TELL ME AT THE END?  I HOPE  MAKE A GOOD GRADE IN PSY. SHOOT, ALL MY CLASSES BETTER COME OUT WITH A GOOD GRADE. I'M AFRAID OF FAILURE. I WANT TO DO REALLY WELL AND SUCCEED. SUCCEED IN LIFE AS WELL. I'VE ALREADY MADE A TON OF FRIENDS, AND I'VE ONLY BEEN TO SCHOOL FOR A WEEK. WHEN THE FIRST SEMESTER IS COMPLETE, I'LL BE USED TO EVERYTHING AD START HAVING SOME FUN. BUT UNTILL THEN, I MUST CONCENTRATE ON EVERYTHING. EVERYTHING.",1.0,1.0,1.0,0.0,0.0
"Right now at this moment I am feeling a little anxiety. I tell myself that this is normal, being a first year student I should feel this way. But the thought does not comfort me. For some reason I feel I am the only one who is going through this right now. I don't feel anxiety all the time though, when I run into friends or go to class it all disappears. My only explanation is that I am comfortable with routine. I hate routine. There is nothing exciting about it, it's just boring. There's no risk in routine or adventure, only security. Maybe that's why I feel so much better when I have work to do or a class to catch. I hope I grow out of this and become more relaxed. The way I see it is that the only way I'm ever going to grow out of this is to get use to the different lifestyle by gaining confidence over time. You can only gain courage towards something as you do it. All I have to do is get over that first hurdle, just do it and not think about the situation for too long. That's my problem; I worry about the future way too much. Worrying is a waste of time and I know that from experience. Half the things I have worried about here at school have turned out to be nothing. But for some reason I still worry, I worry a lot. I have noticed that nothing ever turns out the way you plan in your head. So if I plan on worrying, why do I actually worry? I know there's a good chance it won't happen because I thought of it. I will never enjoy life like this. If this keeps up I'm going to have a problem. I want to go out into the world and totally change something. But I know for sure that won't happen if I don't grow up!.",1.0,1.0,0.0,1.0,1.0
"Coming to UT has to be one of the best choices I have made. Living in dobie has to be one of the worst. I wish I would have stayed at one of the honors dorms because the people seem so much more sociable. It seems that this place is extremely cliquish and such. My roommate is cool, although he seems to already have a group of friends here and isn't at all interested in making new ones. I'm a very social person. I have to be in contact with people all of the time or I get severely lonely. I don't like to feel cut off. I wouldn't even stay at my dorm the first night because I didn't have the internet or my cable connected. It is odd how we feel like television, internet, and phones make us feel so connected. I would die now without the internet. I love being able to chat with all of my friends about how they are doing in college. It is so odd being here at UT with so many students from big schools. I'm from such a small school I feel like I don't fit in or I don't know enough. It is odd how being from a small school can make you feel so inadequate at times. I feel like the others have some greater advantage than me. Being at such a big university is such a big advantage. That is why I chose to come here. I really love how much a university this size has to offer. I mean look how awesome the stadium is and the the academic programs. The theater is wonderful and who can top gregory gym?  It is so awesome to be surrounded by so much, but it is also so odd to feel so lonely sometimes. There is so much to do, but not always someone to do it with. I have one friend here with me from school. She is so much more than a friend. She means everything to me but she has hurt me so badly. I don't know if it is possible to overlook what she did to me last october. I can't tell if I could possible love her more than anyone else I'll even incounter, but it really seems possible. How else could you forgive someone so easily for hurting you so bad. She wants to be everything to me and all she wants is for me to say the same. But it is hard to base my life around someone that has thrown my life off balance once. She is such a good person and all she needs is someone to really love her and I really do love her a lot. I hope I can put the past behind us. We are so perfect ogether. We love similar things, yet we are really different. She loves art, I love art. She loves music, I love music. We are passionate about many of the same things. The sexual relationship is so nice too. I like feeling so hot and passionate. Sex is kinda a thing in a relationship that is sybolic of acceptence to me. I mean when I bare myself to someone else it makes me feel good. I feel like we are really together. I've never even been with another girl. I feel like I am so unexperienced but it doesn't matter I guess. If you find someone you are willing to stay with why does it matter how many people you have sex with. I guess it is just society that tells us that we should have many sexual partners before marriage. That is so different from what the church teaches. I really don't agree with much of what the church say about sexual represion and not going with basic instincts or enjoying ones self. I kinda am a member of my own sect of religion. I think that there has to be some supreme authority but how am I supposed to believe that man can concieve this preterhuman figure. It doesn't seem like man should be able to explain the creator and so why try. I think that mans purpose it to better himself and the generation following him.",1.0,1.0,1.0,0.0,1.0
"So this assignment is sort of interesting. It's like your thoughts go faster than you think regardless of the speed at which you type. Oh, my, that guy in my keyboarding class during my 9th grade year in high school, so sad, I remember he has special assignments because he couldn't handle writing a paragraph. The teacher was lucky if she could get a sentence out of him. What was her name? . I have no idea, I remember seeing her at the mall one day during junior year, and she recognized me. Probably because I was one of the only kids who took her seriously. Poor gal, it had to be hard to be ignored like that all of the time. At least she was really sweet, so people didn't have real hate for her. Ah, the days at Hutchinson. I can't' believe my roommate is in the Longhorn Band, actually the Flags. I wonder if she will quit. She doesn't seem to have the time to devote to it. Yesterday a returning flag member quit for those reasons. I wish she wasn't so irrational. The day she said she was going to quit, and she got that jar of candy so she stayed~! What is that?  Candy doesn't make you have time. Let's be a little more mature here. Get your lips ready?  What. it's posted on her computer, I haven't quite figured her out yet, I don't know if I ever will. My friends seem to hate her from the stories I tell, and I'm not sure if I blame them. Ah, roommate hell, who does not' experience it. At least we aren't fighting yet. And her stupid camera. I can't' believe she complains about not having money yet she spent 300 dollars on a digital camera. So now she has something else to take up her time, learning how to use it. So so so unproductive. I wonder if she wants to study for the chemistry test together. I hope not, I don't think she is even started the homework and it's due tonight at 11, Oh, well I should stop worrying for her. I haven't looked at our fire escape plan, wonder if it's ever been used. I would imagine so with the kitchen downstairs and all, at least the building is only two stories, I guess I have a better chance of getting out this way, in case of a fire. My closet light is still on, and I want to turn it off a lot, but I shouldn't get up from the computer so I'll just keep thinking about it for the next 14 minutes, oh well, nothing I can do about it now. And on the closet light, I can't believe we had to have a sticky note up by the light switch for a week signifying which switch went to what. Cristina couldn't manage to remember that the room light was the bottom one. I guess I am just critical of her lack of comprehension and common sense. I learned where the word common sense comes from while reading the Psychology textbook. I bet if I thought about if for a second I'd remember what it was. I think it was an incorrect believe that involved the word commas. I'll look it up when I finish. I think it was in chapter one. I have managed to read so much for that class, but I'm still a little behind, only halfway through chapter four and I'm supposed to be done by 330 this afternoon, I really should read like three chapters of that this weekend, I find it fascinating and I want to read it, but my friends have been getting in the way of my studies. That's probably a bad sign. I need to get through to them that I am here to learn. Having fun just comes naturally and doesn't require the effort that learning does. I agreed with Pennebaker in the handout that you have the opportunity to be in two classes if you read the textbook, and I want to. It's like I built up the desire to learn over the summer from doing nothing, absolutely nothing. I really should have had a job. I made a total of like 200 dollars this whole summer, probably spent like 500 or more. I'm so bad about that. Hopefully I will grow out of that habit through the years of college. I haven't even written a paper in probably almost four months. I hope when I take masterworks of lit I don't have too much analytical writing to do (false hope). Sigh, candy. I really need to watch what I eat, this whole freshman fifteen will really scare a girl more than people would imagine. I am not going to let myself get all blubbidy. well it's the word that came to mind and that is what they asked for. I wonder if they analyze this crap. Like how though. It would be like measuring how many times people say I, or say something negative. ha, I'd take the cake on that one. I should work on my negativity. but that's not something that can just be changed overnight. I should just slowly work on focusing on things more bright and enjoyable. If you focus on the negative for too long you become depressed and nothing makes you happy. And I'm a little prone to that being as homesick as I am. I just miss the people. My best friends, people who's opinions of me are solidly formed and won't change overnight. Screw Paul!  My stupid friend I met here who's already decided he doesn't want to be around me after being full-fledged into our friendship he tells me I'm fake and intimidating. buck up pal. my other friends agreed with me though, I really haven't changed much, he just works me up in his head and then I'm just regular old me in person and he gets himself disappointed. I hope we don't have any, or many, awkward encounters. We shouldn't. He is all into his Liberal Arts stuff. and I'll never be in that area. I love engineering for that. I don't have to take many classes in stuff that I am not good at or interested in. I don't want to sit around and think about the world and do it in the way I was taught. But I don't want to be a snotty engineer who thinks that I'm better because I'm studying math. AAAAAHHH, I hate college politics already. The Engineering Dean is really really overconfident in the school. I couldn't believe he told us we were better because our overall SAT scores were better, DUH they were better, the school doesn't have to accept ANYONE in the top 10 percent of their high school. and the rest of the university does! bah. I can't take that sort of unfounded confidence and bragging. And I think I'll encounter it in many of my peers over the next few years. That stupid closet light is driving me crazy. I want to turn it off so much and I only have to wait another three minutes. My roommate's AIM is still on, I bet her cousin, BOOBS, is thinking I'm her and trying to tease her about Enrique. I wonder if there are possibilities of this paper being deemed not stream of consciousness and me having to redo it. Maybe. I bet they take a random sample and so some people get caught turning in crap, but others don't, and that guy that pasted the manual just happened to get randomly selected. I wonder if they do the 10 percent thing, simply ten percent of the population, oooooh yeah, I learned so much in Statistics. Except I don't think I'll ever remember the details. Mrs. Perez was such a sweetheart, I hope she is doing alright. I miss my high school, for some reason I don't want to type the name of it. So awkward not knowing who is going to read this. Hopefully I won't be deemed a crazy . haha, along with the clingies, creepies, doodlers, boppers,. factoids save me. and I'm just about done, sad that I kept watching the clock the whole time.",0.0,1.0,1.0,0.0,1.0
"I am thinking about a lot of things right now. I just got off of work a little while ago and just ate dinner. It was really good. I really like my nails that I just got done today and I notice they look really nice as I am typing. I hope I can do okay in college. This first week seemed pretty hard and it kind of scared me. I hope it gets easier. I am thinking about how I am going to arrange my experiments and where they are located. I had a really boring time at work today. I work with a guy that goes to Southest Texas State University and he is about to graduate. We have been talking about college alot lately and he has helped me. I have a boyfriend named Trent. I have been with him for 2 years. I am off of work tomorrow which is good that I get a brak. I just got paid this weekend and I like getting paid. I am stuck and I don't know what to write about. Thins is a really good assignment though. I like doing stuff like this. 20 minutes is a long time though and I hope my computer doesn't kick me off the internet becasue it sometimes does that. I am so full right now. I had a coney from Sonic and I don't think I am going to eat for a whole week. I am so fat. Ever since mid way through high school, I have been fat. Being with Trent has made me even more fat because we eat out a lot. He has gained a lot of weight also. I love him so much and I think about him all the time. I can't wait to get through college, marry hima dn start our family. We have a lot in common and we even want the same kind of kids, you know the genders in a certain order. Well I am running low on thoughts. I can't seem to think of anything clearly when I need to most, like right now. I have done these things before, like I have said, but they have only been for 5 minutes at the most. I really like the idea of going to UT but it is going to be a major challenge. I see that it will take a lot of dedication to myself. I am planning on majoring in nursing. I really didn't know what I wanted to do and nursing seemed like it was good enough and I could still go to UT. I looked at all the positive things it had and right now in this day and age, nursing is very beneficial and can be done almost anywhere, not that I want to leave Texas. I can't wait until my dad starts treating me like I am an adul since I am legally now. I wish he would let go. He says he is trying to work on it but he needs to do it faster. He needs to treat me like the 18 year old college girl that I am. He won't let me be as independent as I want to be. I don't know what else I can do to prove to him that I am raised and I can take it from here, just not quite financially. My fingers are starting to get cramped. I am getting really tired and the time is going to be up soon. I am going to look around a little bit more at my class web pages then I am going to lay down and go to sleepI miss dancing. I may not have been the best at it but I miss it from high school. Maybe eventually I will get into something at UT if I am good enough. Of course I need to loose a little bit of weight. I would like oto take one of the excersize classes since I can't afford to join a gym. I am discovering that I don't like my car as much as I did and I think I want something a little more sportier and maybe faster.",0.0,1.0,0.0,1.0,0.0
"Ok, 2:10, What to say. Letters on keyboard. Can't type fast enough, mind too fast. Hot. painting. no more complete senteences, no more checking spelling. cute girl. pennebaker funny. very preety girl leaving lab. should have handwritten before typing. Roommate is size of elephant. better not make fun. probably can't help it. renee beautiful. Christi funny. smiling. this doesn't make any sense does it. must do good and not waste parents money. Mom Dad so good to me. love them but can't say it. hot. disk girl left disk. haircut. need haircut. blank, blank blank. blah blah blah,. uriefhsfkjdm Can't put thoughts into words very difficult. bing bang boom. Levi , tom jessie neel. Matt luck cause he has amanda. amanda pretty, alluring. sexy. sex must be good with her. blank again. not really, but can't type thoughts. 2:20 naomi sexy. hellena gone she s pretty peennebaker fucking riot. funny wish calss was smaller. peter ok missed si yesterday. bad. so what maybe I should have gone. arnie. goofy, nice car hes cool. arrhhgggggg james who. itch. 12345reqw abec de e fghijklmnopqurstuvwzxyz. ,. ,. ,. ,. ,. ,id hwat am I doing. apple, need own computer win computer money job. need job 15 mins weeeeee natalie sick like natalie,. massage natalie boyfriend mad. david kill me. caps lock. nice legs. sex sex sex sex sex sex sex sex ha hah a ha ha ha haut ut dorm rom sttinks. disk. experiment. llab rat me nike swosh. oh o 20 min. bye move on.",1.0,0.0,1.0,0.0,1.0
"Well, my first thought is that I don't quite understand this activity. I'm not sure if you want me to tell you my thoughts, as in a journal, or just irrevelant thoughts that pop into my head as I type, therefore I'll just write a journal entry. Well, right now I'm mad at my friend because she seems to be choosing her boyfriend over me to hang out with, so I guess that would make me jealous. And it doesn't help the fact that she and her boyfriend are the only two people at UT that I know. Another feeling that I'm experiencing is sadness and homesickness. I just talked to my best friend, who is attending the University of North Texas, and she was describing to me how much fun she is having and how many friends she is making-this makes me sad because I know that she is having more fun than I am. I think jealousy has a little to do with that also. I talk to my parents almost every day, and they describe their everyday life to me, and I feel left out almost, because I can't be there with them. I miss the normalcy of home. I miss waking up in the morning and knowing who my friends are, and what to expect in my classes. I know that things will change, I'm just really anxious for that to happen. Sometimes I doubt if I made the right decision by coming to UT. Would things be different if I were at UNT with my best friend?  I know things would be better. I was always afraid that if I went to UNT, my best friend would think that I was going there only because I couldn't make friends anywhere else. I only decided to come here to UT because they have an outstanding business department, and I plan to major in Management Information Systems(MIS). I'm a little overwhelmed right now because it seems like there is so much to do. In every single class so much is expected of you. It will just take a little time to get used to everything. I don't adapt well to change-I'm very much a habitual person.",0.0,1.0,0.0,1.0,1.0
"When I think about what I'm thinking, a void pops up. I guess because the brain never really stops, it's hard to pinpoint an exact thought in any moment. I can recall past topics that have rambled through my mind however, so that's what I'll dicuss. A topic that's popluar in my brain is my boyfriend (surprising right?)  I think about how happy I am in our relationship and how much of a good friend and boyfriend he is. He goes to college at Trinity University, which is in my hometown of San Antonio. We see eachother nearly every weekend, so it's not hard to sustain the relationship. Though, I constantly wonder if he really does care about me. He tells me that he does, and I know that he does, but I'm really insecure about that issue. My insecurity on that issue stems from my past relationship where my then boyfriend would tell me that he cared about me, but ended the relationship somewhat abruptly without any sign or signal. That's probably why I worry so much about it. However, I am really happy in my relationship. I have no complaints except for my own lack of security. On another topic, I have my first test this Thursday. I'm a little scared, but I think that I'll be fine. I pretty much know the material, but I still need to go over and over it to get it down. I don't think I'll have a problem with it. At least I hope that I do well. I feel exahsted thinking about all the studying I have to do for my upcoming tests. I have a chemistry test next week. I don't know how to do converstions without a table telling me what every measurement is. But I guess that I'm going to need to memorize that sort of stuff so I do well. It's so imperitive that I do well in college because I have plans to go to medical school after I graduate. I don't know what else I would do with my life if I didn't get into medical school. I have developed some back up plans if you will in case something should happen. I could be a teacher if medical school doesn't work out. The pay isn't that great but the job seems pretty alright. I would enjoy some sort of FBI/CIA type of work also. I need something that's going to make me constantly think. Though I hate studying, as every student does, keeping my mind on the go is something I love. I think that's why I played soccer all my life. Soccer is a game of constant thinking. There is no stopping in soccer. There are no time outs, so you can't stop to regroup. You have to be on your toes and know your stuff to be a good soccer player. I wish I was still playing soccer. I really miss it. I stopped playing after my last high school season a few months back. I feel sort of empty without it. It was such a big part of my life for so long. I think I'm going to attempt to walk on next year to the UT soccer team. It's really hard to do that though. The team is extremely competative. Though, I think after I talk to my coaches back home, maybe they can help. My main concern at the moment is doing well in school. I really need to buckle down and study. I study everyday, but I need to do it more I think. Maybe I'm just stressing about my upcoming tests. I'm scared about my chemistry test. Though, I think with the right amount memorization of some problems along with some other material, that I'll be fine. I need to start preparing for my biology test tomorrow. The test is Thursday, so I have 2 days to get in all the information. I feel tired right now. I wish I had came back to Austin earlier so I would've started on my work earlier. Well, tomorrow's another day, so I guess I'll just do a lot of studying tomorrow. There's no sense in doing it right this second when I'm not feeling to good and when I'm tired. My main priority is studying for my biology test Thursday. I need to go over the old exam she gave to us. My boyfriend just called me, but I had to tell him that I would call him back so I could finish this writing assignment. I really hope I do well on my test Thursday. If I did well, I would be so happy. That would mean that I actually liked my major and that I could retain the information pertaining to it. I want to call my boyfriend back after this, but my roommate ""can't consontrait"" with my talking, so I guess I'll go outside. Though, she's talked many a times with her boyfriend while I was reading. Oh well, maybe I'm a little more respectful.",1.0,1.0,1.0,1.0,1.0
"Hi, I have no idea what I'm going to write but who cares, here goes. I'm right now sitting in a small computer lab down in the base ment of Jester West, across the where I now reside, in Jester East, doing a writing assignment for Psychology on what comes in to my mind first. Well, my mind is filled with stuff that's definitely not very much to do with a psychological sense. I've been away from books and studying for 2 3/4 years now, and 1 week into UT and 5 classes and 16credit hours later, myhead is sent reeling from the amazing amount of work that I have to do right now. I've totally forgotten everything to do with math and calculus is being thrown onto me at an amazing speed and at an extreme difficulty for me to comprehend. Basically, travelling halfway round the world to get hit with books that send you into unconsciousness is definitely not the nicest feeling to have at the moment. And the books. i have never seen paper cost so much in my entire life! Damn, now I know why americans are so rich. Nah, it's all understandable to me, it's just the matter of settling down into a different environment, and making myself a new circle of friendsfrom scratch. Not much in my mind now but complaints and angst now I guess, but it'll be definitely back to my books right after I complete this assignment, and maybe the next. Thoughts, Ithink that's been settled for now. et's get on to feelings. Well I'm feeling hot and bothered right now because we just had a fire drill, I thihnk, I did'nt exactly see any fire and we were allowed back into the building, just a while ago and had a thousand annoyed beings buzzing around the side of the building trying to comprehend in our little minds what the heck is going on here, hwo's the joker who pulled the alarm or wave his stupid little lighter flame below the automatic sensor??Jerk!  Now, let's get on to sensations. Hmm, seems kinda wierd to me what this means. Sends the little runners in my itsy brain go wandering all over the place and the component called imagination into overdrive. Nah, no dirty thoughts here, it's an educational institution. that's what they all say anyway. Well, my senses are kinda dulled right now. A result of chatting last night with my roommate till 1am and waking u p this morning at 7. damn, really hate early mornings, I'm not a morning type of guy but apparently all my classes start way too early in the morning. Calculus at that, is that a classic example of stress or what. But what better way to start the ol thinker working everyday with symbols and numbers geting thrown at me and expecting me to understand what's going on?? Really don't know actually. don't really care. i guess that's it 20 minutes, mebbe a bit less. tata!",0.0,1.0,1.0,1.0,0.0
"Wow, that clock starts right off the bat. I always get nervous when things are timed, even if they're not important. Dangerous liaison. "" I like that Jason Mraz song, its really fun and catchy. The stations here play really different music on the the same station, when they say ""mix"", they really mean it. They don't mix things up like that on Houston stations. They should its really fun to hear all this stuff without having to get up and change the station. I'm tired. Going to the gym really wears me out. OOO Fastball, I love this song, its so old, but I forget the name of the song. I need to start remembering to bring change to the gym so I can get a locker there, hold all my stuff really gets annoying. Especially when you're riding the bike or something and there's no place to put your cd player and your keys and the screen on the bike keeps demanding for you to ""steady hands on sensors"" in order to read your heart rate. Sometimes you just don't care what your heart rate is because you're tired of holding your hands in the same position for 20 minutes, but if you dare to take your hands off it flashes that message and sometimes beeps at you threatening to end your turn and start the time all over again. I really hate those dang sensors. Yeah, I know they're habitual to stare at while your working out, but they really frustrate me. Yesterday, the reading was wrong, saying my heart rate was only 100, that is not even my heart rate when I first get on the thing. I was tempted to go get on another machine but I had waited in line forever for that machine, so I just tried not to let it bother me the whole time I was on it. But I guess it did because I'm still thinking about it today. Commercial, commercial, commercial, I don't care about the sale at Stein Mart. I don't like that store, they play elevator music in there. I felt bad for my friends who worked there, having to listen to that while they worked, plus they said the pay was not that great. But I guess you get used to it, they plated easy listening at the steakhouse I used to work at, by the end of the night, I was singing along with all the songs while rolling silverware. You would be oh so happy whenever christmas rolled around and they played something different, plus I just love christmas music, its so happy and light. I could sing jingle bells any time, its great! that and that sleigh bell song, I can't remember its name though.",1.0,0.0,1.0,1.0,0.0
"I am an architecture major. Therefore I do not sleep. Last night I was able to sleep simple because I couldn't go any longer without closing my eyes. I wish that I had the choice to fall asleep and wake up at will. That time would simply stop when my head hit the pillow (or drafting table) so that I wouldn't lose any work time. If this were so, life would be much easier. Without taking time out of my life to shower, eat or sleep I could get everything done. What is the true purpose of bathing anyway? I mean, I do it for the simple fact that I'm told by society that it's necessary for me to be accepted by the general populous. But, in all reality, if we didn't shower none of us would know the difference. I think that's my main complaint about the world in which we live. There is too much US. Why can't it just be I, sometimes? Rather than worry constantly about what Sarah might wear or what Jessica might do with her hair, why can't we just live and experience and BE without the everpresent pressure of impression and attitude. When, I'm inclined to wonder, did everyone begin to care so much about TRYING so damn hard to lose their own individuality. What's the most disgusting, I believe, is that there are those out there who try so hard to find their own that, eventually, even THAT catches on, and then, once again, they become part of a click or group. Here in lies my love and passion for architecture. But, it will also be my crutch, and possibly my ultimate failure. With it I can create and design and people will experience what I'm feeling and they won't be able to say, ""Wow, that's cool, why don't I do that,"" without enlisting my services. (In a perfect world) They will, however, be able to say ""Wow, that's cool (or awful as the case may be) I want to be in this space. "" On the opposite note, however, the only way I'll be able to express myself through my work will be to appeal to the masses or at least a mass large enough to want to pay me to build my building. So, in order for me to survive and be able to be different and interesting, I will have to find a group of people that are on the same wavelength as I am, which is essentially what I'm trying to avoid. It's a Catch22 and there's no way around it. I suppose I could step to the side and be a Howard Roark of the world and live day by day surviving off the few people who may honor my integrity and desire for design, but, just like everyone else, I crave human contact and acceptance. I am too afraid of myself to be myself. I am too afraid to find out that I don't know what I am or to realize that everything I thought was, I'm really the opposite of and have only been playing a game my entire life, just trying to make an impression. I am so scared that I really am a failure, but somehow I've been lucky. Somehow, I pulled off those SAT's and I pulled off those straight A's, but as soon as I find out who I really am, I'll fall off of this full speed train toward success and end up in a field somewhere surrounded by no one. I don't even want to be successful anymore. I don't even want to be anymore. I just want to experience. I just want to know and think without the pressure of success or failure. I'm not sure what we're all trying for, but I do know that whatever it is, can wait until we've died.",1.0,1.0,1.0,0.0,1.0
"I like this writing assignment. It seems easy. I know I'm doing this pretty early, but it's okay. I don't want to go to class tomorrow. My roommate is playing his music pretty loudly but I don't care because I do the same thing. I wonder if I set my alarm clock. 8:30 is way too early for me. I sure do type slowly. I can still hear my roommate's music. I need to pee, but I can't. I have to wait 20 minutes. This is getting boring. I'm not very thoughtful today. Maybe it's because I am tired. I may go to sleep early today, but I know I won't. I am so glad that I only have two classes tomorrow. My roommate is talking on the phone again. I'm very delighted that I got a cool roommate. Man, only seven minutes passed. I'm getting so tired and bored. My roommate just left. He sure does go out a lot. I hope he doesn't wake me up tomorrow morning. Home. I miss my house, my turtles, my mom, my dad, and my friends. I sure do have lots of electronics in my dorm. I wonder why dogs howl at the moon. Man that was sure random. My keyboard is pretty cool. I still need to pee. Gosh only ten more minutes to go. I am halfway there. My shoulder is starting to hurt. I wonder how many words I can type a minute. Gosh, I'm glad that I am using Word. I cannot spell today. I still need to get my course packet. I'll probably go tomorrow. This is weird. I feel like I am talking to myself, but it is kind of cool. I wonder how people just came up with computers. I am sure glad that I am living in a society with AC. I would so be sweating everyday. It's so hot here, but not as humid as Houston, that is a plus. I wonder if I am supposed to be writing sentences or not. Oh well, I only have five more minutes to go. I don't watch television as much as I used to. I need to start watching the news. I never know what's going on in the world. I don't even know the names of the presidential candidates' running mates. Gosh, I wonder how many words I have typed so far. This page is filling up. There are only three more minutes to go. Then I get to send this in. I wonder if you are going to read this. I need to stop my online slang for writing. My chair sounds like a fart when I move it. Oh oh, two more minutes, and then I'm done. That pretesting sure took a long time to fill out. One more minute left. Man, I lost my thought. I wonder how many seconds are left. My stomach is starting to make noises. There sure are a lot of underlinings in this paper. Woohoo, all done.",1.0,1.0,1.0,1.0,0.0
