npc_id,profile_text
chamberlain_684,"A chamberlain with a refined, calculating demeanor who values propriety, loyalty, ambition. Goals: maintain_propriety. serve_lord. advance_position."
chamberlain_739,"A chamberlain with a calculating, refined demeanor who values propriety, loyalty, ambition. Goals: advance_position. maintain_propriety. serve_lord."
chamberlain_867,"A chamberlain with a polite, refined demeanor who values propriety, loyalty, ambition. Goals: maintain_propriety. serve_lord. advance_position."
commander_vance,"A castle guard with a stoic, exhausted, dutiful demeanor who values duty, honor, protection. Goals: hold the walls. catch the spy."
farmer_076,"A farmer with a honest, cautious demeanor who values family, land, survival. Goals: protect_family. survive_season."
farmer_103,"A farmer with a cautious, simple demeanor who values family, land, survival. Goals: protect_family. maintain_land."
farmer_116,"A farmer with a cautious, honest demeanor who values family, land, survival. Goals: protect_family. survive_season."
farmer_120,"A farmer with a cautious, honest demeanor who values family, land, survival. Goals: protect_family. maintain_land."
farmer_280,"A farmer with a honest, simple demeanor who values family, land, survival. Goals: maintain_land. survive_season."
farmer_299,"A farmer with a honest, simple demeanor who values family, land, survival. Goals: survive_season. protect_family."
farmer_363,"A farmer with a cautious, simple demeanor who values family, land, survival. Goals: protect_family. survive_season."
farmer_512,"A farmer with a simple, honest demeanor who values family, land, survival. Goals: survive_season. protect_family."
farmer_520,"A farmer with a honest, cautious demeanor who values family, land, survival. Goals: protect_family. maintain_land. survive_season."
farmer_638,"A farmer with a simple, honest demeanor who values family, land, survival. Goals: protect_family. survive_season."
farmer_659,"A farmer with a cautious, simple demeanor who values family, land, survival. Goals: maintain_land. protect_family. survive_season."
farmer_673,"A farmer with a simple, cautious demeanor who values family, land, survival. Goals: protect_family. maintain_land."
farmer_822,"A farmer with a honest, cautious demeanor who values family, land, survival. Goals: maintain_land. protect_family."
farmer_852,"A farmer with a cautious, honest demeanor who values family, land, survival. Goals: maintain_land. protect_family. survive_season."
farmer_887,"A farmer with a simple, cautious demeanor who values family, land, survival. Goals: maintain_land. protect_family."
farmer_975,"A farmer with a simple, cautious demeanor who values family, land, survival. Goals: survive_season. protect_family."
guild_master_075,"A guild master with a authoritative, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. protect_guild. expand_influence."
guild_master_081,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
guild_master_099,"A guild master with a calculating, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. expand_influence. maintain_power."
guild_master_114,"A guild master with a diplomatic, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. protect_guild. maintain_power."
guild_master_161,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
guild_master_324,"A guild master with a authoritative, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. protect_guild. expand_influence."
guild_master_345,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. maintain_power. protect_guild."
guild_master_384,"A guild master with a authoritative, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. protect_guild. expand_influence."
guild_master_397,"A guild master with a diplomatic, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. protect_guild. maintain_power."
guild_master_417,"A guild master with a diplomatic, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
guild_master_465,"A guild master with a calculating, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
guild_master_476,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. expand_influence. protect_guild."
guild_master_507,"A guild master with a diplomatic, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. expand_influence. protect_guild."
guild_master_528,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. protect_guild. maintain_power."
guild_master_533,"A guild master with a diplomatic, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. maintain_power. protect_guild."
guild_master_560,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. protect_guild. expand_influence."
guild_master_569,"A guild master with a authoritative, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. maintain_power. protect_guild."
guild_master_582,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
guild_master_590,"A guild master with a calculating, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. protect_guild. expand_influence."
guild_master_641,"A guild master with a diplomatic, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. protect_guild. maintain_power."
guild_master_667,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. expand_influence. protect_guild."
guild_master_680,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. expand_influence. protect_guild."
guild_master_742,"A guild master with a calculating, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. protect_guild. expand_influence."
guild_master_748,"A guild master with a diplomatic, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. protect_guild. expand_influence."
guild_master_763,"A guild master with a diplomatic, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. expand_influence. protect_guild."
guild_master_764,"A guild master with a diplomatic, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
guild_master_765,"A guild master with a authoritative, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. expand_influence. maintain_power."
guild_master_788,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. expand_influence. protect_guild."
guild_master_826,"A guild master with a authoritative, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. expand_influence. maintain_power."
guild_master_852,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. maintain_power. protect_guild."
guild_master_881,"A guild master with a calculating, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. maintain_power. protect_guild."
guild_master_882,"A guild master with a diplomatic, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
guild_master_892,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
guild_master_905,"A guild master with a authoritative, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. expand_influence. protect_guild."
guild_master_943,"A guild master with a authoritative, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
guild_master_958,"A guild master with a diplomatic, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. expand_influence. maintain_power."
guild_master_974,"A guild master with a authoritative, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
guild_master_979,"A guild master with a diplomatic, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. protect_guild. maintain_power."
guild_master_985,"A guild master with a authoritative, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. maintain_power. protect_guild."
healer_013,"A healer with a empathetic, careful demeanor who values compassion, knowledge, neutrality. Goals: maintain_neutrality. help_patient. protect_knowledge."
healer_072,"A healer with a calm, careful demeanor who values compassion, knowledge, neutrality. Goals: maintain_neutrality. help_patient. protect_knowledge."
healer_082,"A healer with a calm, empathetic demeanor who values compassion, knowledge, neutrality. Goals: help_patient. maintain_neutrality. protect_knowledge."
healer_237,"A healer with a calm, careful demeanor who values compassion, knowledge, neutrality. Goals: maintain_neutrality. help_patient. protect_knowledge."
healer_301,"A healer with a empathetic, calm demeanor who values compassion, knowledge, neutrality. Goals: maintain_neutrality. help_patient. protect_knowledge."
healer_425,"A healer with a empathetic, careful demeanor who values compassion, knowledge, neutrality. Goals: help_patient. protect_knowledge. maintain_neutrality."
healer_443,"A healer with a empathetic, careful demeanor who values compassion, knowledge, neutrality. Goals: help_patient. protect_knowledge. maintain_neutrality."
healer_490,"A healer with a careful, empathetic demeanor who values compassion, knowledge, neutrality. Goals: maintain_neutrality. help_patient. protect_knowledge."
healer_507,"A healer with a empathetic, calm demeanor who values compassion, knowledge, neutrality. Goals: help_patient. maintain_neutrality. protect_knowledge."
healer_518,"A healer with a careful, empathetic demeanor who values compassion, knowledge, neutrality. Goals: help_patient. protect_knowledge. maintain_neutrality."
healer_528,"A healer with a empathetic, calm demeanor who values compassion, knowledge, neutrality. Goals: maintain_neutrality. help_patient. protect_knowledge."
healer_541,"A healer with a careful, empathetic demeanor who values compassion, knowledge, neutrality. Goals: help_patient. protect_knowledge. maintain_neutrality."
healer_598,"A healer with a empathetic, calm demeanor who values compassion, knowledge, neutrality. Goals: protect_knowledge. maintain_neutrality. help_patient."
healer_655,"A healer with a calm, empathetic demeanor who values compassion, knowledge, neutrality. Goals: protect_knowledge. maintain_neutrality. help_patient."
healer_662,"A healer with a calm, careful demeanor who values compassion, knowledge, neutrality. Goals: help_patient. maintain_neutrality. protect_knowledge."
healer_700,"A healer with a careful, calm demeanor who values compassion, knowledge, neutrality. Goals: protect_knowledge. maintain_neutrality. help_patient."
healer_723,"A healer with a empathetic, calm demeanor who values compassion, knowledge, neutrality. Goals: help_patient. protect_knowledge. maintain_neutrality."
healer_727,"A healer with a calm, careful demeanor who values compassion, knowledge, neutrality. Goals: help_patient. maintain_neutrality. protect_knowledge."
healer_740,"A healer with a empathetic, careful demeanor who values compassion, knowledge, neutrality. Goals: help_patient. maintain_neutrality. protect_knowledge."
healer_771,"A healer with a empathetic, careful demeanor who values compassion, knowledge, neutrality. Goals: help_patient. maintain_neutrality. protect_knowledge."
healer_878,"A healer with a empathetic, careful demeanor who values compassion, knowledge, neutrality. Goals: maintain_neutrality. help_patient. protect_knowledge."
healer_989,"A healer with a empathetic, calm demeanor who values compassion, knowledge, neutrality. Goals: help_patient. protect_knowledge. maintain_neutrality."
innkeeper_065,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
innkeeper_070,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
innkeeper_083,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: avoid_trouble. maintain_peace. earn_profit."
innkeeper_101,"A innkeeper with a warm, gossipy demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_102,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
innkeeper_151,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
innkeeper_157,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_195,"A innkeeper with a warm, gossipy demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
innkeeper_215,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: avoid_trouble. maintain_peace. earn_profit."
innkeeper_228,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: earn_profit. maintain_peace. avoid_trouble."
innkeeper_229,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
innkeeper_245,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: avoid_trouble. maintain_peace. earn_profit."
innkeeper_246,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
innkeeper_272,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: avoid_trouble. maintain_peace. earn_profit."
innkeeper_289,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: avoid_trouble. maintain_peace. earn_profit."
innkeeper_295,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_353,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
innkeeper_371,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: earn_profit. maintain_peace. avoid_trouble."
innkeeper_413,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
innkeeper_421,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: earn_profit. maintain_peace. avoid_trouble."
innkeeper_423,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
innkeeper_437,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_457,"A innkeeper with a warm, gossipy demeanor who values profit, community, self_preservation. Goals: avoid_trouble. maintain_peace. earn_profit."
innkeeper_458,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_461,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
innkeeper_465,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
innkeeper_467,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
innkeeper_482,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_491,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
innkeeper_504,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: avoid_trouble. maintain_peace. earn_profit."
innkeeper_547,"A innkeeper with a warm, gossipy demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
innkeeper_553,"A innkeeper with a warm, gossipy demeanor who values profit, community, self_preservation. Goals: earn_profit. maintain_peace. avoid_trouble."
innkeeper_571,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
innkeeper_622,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_632,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
innkeeper_654,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
innkeeper_662,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
innkeeper_701,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: earn_profit. maintain_peace. avoid_trouble."
innkeeper_730,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_773,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
innkeeper_774,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
innkeeper_782,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
innkeeper_801,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_826,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_844,"A innkeeper with a warm, gossipy demeanor who values profit, community, self_preservation. Goals: avoid_trouble. maintain_peace. earn_profit."
innkeeper_868,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
innkeeper_877,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_881,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
innkeeper_904,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_906,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
innkeeper_909,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
innkeeper_920,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
innkeeper_921,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: earn_profit. maintain_peace. avoid_trouble."
innkeeper_965,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
innkeeper_984,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
innkeeper_994,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
mayor_elara,"A steward with a diplomatic, anxious, calculating demeanor who values peace, survival, community. Goals: negotiate surrender. save citizens."
merchant_046,"A merchant with a evasive, affable demeanor who values profit, reputation, pragmatism. Goals: complete_deal. maximize_profit. protect_reputation."
merchant_048,"A merchant with a affable, shrewd demeanor who values profit, reputation, pragmatism. Goals: protect_reputation. maximize_profit. complete_deal."
merchant_057,"A merchant with a shrewd, evasive demeanor who values profit, reputation, pragmatism. Goals: protect_reputation. complete_deal. maximize_profit."
merchant_080,"A merchant with a shrewd, affable demeanor who values profit, reputation, pragmatism. Goals: protect_reputation. complete_deal. maximize_profit."
merchant_107,"A merchant with a shrewd, affable demeanor who values profit, reputation, pragmatism. Goals: complete_deal. maximize_profit. protect_reputation."
merchant_141,"A merchant with a evasive, shrewd demeanor who values profit, reputation, pragmatism. Goals: complete_deal. protect_reputation. maximize_profit."
