text,valence,arousal,dominance
I noticed when my back hit the wall that I was walking backwards.,0.44499999999999995,0.44499999999999995,0.5
It's play.,0.5225,0.47750000000000004,0.5
"The fancifully decorated Macau Palace, a floating casino moored on the western waterfront, is fitted out with gambling tables, slot machines (known locally as “hungry tigers”) and, for hungry humans, a restaurant.",0.5625,0.47,0.5
"To alleviate the problem, the government has become the city’s major landlord with the construction of massive apartment blocks that, though they have every modern facility, average only 9 square m (100 square ft) in size.",0.525,0.42500000000000004,0.525
"This information used to be poorly documented and largely anecdotal, says Beth Gates-Warren of Sotheby's.",0.47750000000000004,0.45499999999999996,0.45499999999999996
"In Troy, New York, I met one Andrew Lynn.",0.5,0.43000000000000005,0.5
"June 10, 1997",0.5,0.4375,0.5
"Karnes knew the 509th was preparing for a special bombing mission, but he had no idea what kind of bombs were involved.",0.4325,0.5,0.45499999999999996
"When they came ashore they found the A-Ma Temple (properly called Ma Kok Temple; open daily dawn to dusk), dedicated to the favorite goddess of fishermen, who is also known as Tin Hau.",0.6075,0.535,0.5
Personalized features,0.525,0.42500000000000004,0.44999999999999996
"Your support of the Graduate School’s Annual Fund is critical to maintaining the core values of GSAS: rigorous inquiry, the lifelong discovery of ideas, and our commitment to the ethics of scholarship.",0.5625,0.5625,0.5925
"""I should go in first.",0.5,0.53,0.72
it’s almost unthinkable that a program this reckless could be implemented -- in view of the tragic impact that poisonous chemicals and pesticides like DDT have had on wildlife and people.,0.375,0.5,0.47
"""There's so much oxygen in this soil, any added compost gets burned up in six weeks. All the nutrients get depleted.""",0.42500000000000004,0.475,0.475
The island is also the designated home of the University of East Asia.,0.525,0.32499999999999996,0.525
2. Mix in seeds.,0.5,0.475,0.575
12 dead in Lebanese minibus bombings,0.275,0.5,0.475
"And now, growing numbers of dolphins with malignant tumors and high levels of toxic chemicals in their tissues are washing onto U.S. beaches.",0.4325,0.615,0.45499999999999996
Gunman 'was Srebrenica survivor',0.42500000000000004,0.475,0.44999999999999996
"""I am concerned that nonmedically trained people as legitimate prescribers of drugs will not be accepted by the American public,""",0.375,0.575,0.475
"""His resume is an American dream,""",0.575,0.5,0.55
"Of course, what makes Antie an innovative robot is the task-switching between these larger behaviors.",0.525,0.475,0.525
"(Michelle Cole is a staff writer for The Oregonian of Portland, Ore.",0.5,0.35,0.525
Through the colorful pages of NATIONAL WILDLIFE you will be fascinated by exquisite photography from some of the best nature photographers in the world.,0.625,0.655,0.5925
Its only light came from a dying candle on the desk whose spark etched shadows in the roughly planked walls.,0.5,0.5,0.475
And so is every other producer I have discussed this issue with.,0.44999999999999996,0.475,0.5
·AutoPay EFT Payments Skip writing checks and have your payment made electronically from your bank account each month.,0.525,0.5,0.525
The Call of the Wild,0.5,0.42500000000000004,0.5
"We spun around three times, and then something flashed across Nepthys’ hand and he shook a spray of blood onto the dust.",0.4,0.525,0.44999999999999996
"Sincerely,",0.5,0.4575,0.5
"In one hand I balanced my plate of star-shaped crackers, globs of elegant dips and garnishes, little rolled balls of meats and cheeses stabbed through with spears of some pale green plant, and an array of other delectable, bite-sized items.",0.6,0.525,0.575
"Chefs not counting calories, study finds",0.5,0.44999999999999996,0.5
"Ozzy, a Hero for the hard-rocking masses",0.525,0.42500000000000004,0.5
"This may do no good at all, but it may--if everyone hopes and wishes and dreams and aspires, perhaps it will do good.",0.6,0.6,0.55
"“ I never go north of the Liffey,”",0.5,0.5,0.6075
Hungarian opposition calls for vote after violence escalates,0.39,0.5,0.5
"The boats may appear deceptively primitive, but many of them have their own electric generators and all the modern conveniences.",0.5275,0.5,0.5
"By this time, the valley was in much the same geographic state as it exists in today, with one exception — the presence of artesian springs that bubbled to the surface in several areas.",0.5,0.525,0.5
"""Too bad.",0.25,0.42500000000000004,0.44999999999999996
"Marcus, Eric. Is it a Choice? San Francisco: HarperCollins, 1993. Wikholm, Andrew. gayhistory.com. 1998. <http://www.gayhistory.com>.",0.5,0.5,0.475
"Join us for the ""Sale of the Century"" at JCC Auction '99, on Saturday, November 13, 1999.",0.5,0.46499999999999997,0.5
The same population that would consume the food produced here is actively inhibiting its production.,0.35,0.55,0.42500000000000004
"I told myself that tonight, the observation period would end and I'd start puzzling out the ship's mystery.",0.5,0.475,0.6
"Though fights sometimes do break out with other red harvester ants from different nests, intraspecies interactions tend not to be aggressive (Gordon, 11).",0.5,0.53,0.5
"""Oh.""",0.53,0.4675,0.5
Commentary: Minutemen have a right to be idiotic,0.44499999999999995,0.61,0.5275
Experts offer advice on salmonella,0.5625,0.47,0.5625
“Sorry.”,0.32499999999999996,0.525,0.4
A wave to the pale men brought a bottle of red wine and a platter of grapes.,0.575,0.575,0.55
"Because of its emphasis here in the development section and its position as leading to B in the second theme group, we could conceive of C# as a sub-dominant in this movement.",0.5,0.45499999999999996,0.5
"Now, can we get going?”",0.375,0.6,0.6
I’m sure you’ve heard of us either directly or by our publications and activities.,0.5,0.47,0.595
"Arthur looked down his nose at the distraught author, viewing his complaint with pure disdain scantily concealed by the veneer of politeness that animated the construct that was Arthur Mason.",0.44999999999999996,0.525,0.55
Then keep going!,0.5425,0.79,0.7075
Compassion and anger were the session's topics.,0.5,0.5,0.55
"Let me tell you exactly what’s at stake ... and how this could set a dangerous precedent: First of all, you might wonder why blackbirds are not benefiting from the Migratory Bird Treaty Act’s prohibition against actions that cause intentional harm.",0.375,0.47,0.5625
Won't you help make all of these successes possible?,0.5,0.575,0.525
"All there was, all I remembered, was a blur.",0.42500000000000004,0.525,0.4
"Mr. Reupke, 52 years old and a 27-year Reuters veteran, had been the information-services company's general manager for only six months.",0.475,0.525,0.475
"""You wish to become pregnant?",0.525,0.6,0.475
The action came in response to a petition filed by Timex Inc. for changes in the U.S. Generalized System of Preferences for imports from developing nations.,0.5,0.38749999999999996,0.5
"It seemed like tonight’s darkness was small and personal, cupped hands offering a place for two, not the burning, open darkness of a rave.",0.4175,0.5425,0.4175
Thank you.,0.65,0.525,0.525
"Guinea capital largely calm under curfew, marital law",0.42500000000000004,0.5,0.55
"Behind the church is the 1917 French Mission Building, now used as the Court of Final Appeal.",0.5,0.4275,0.5
Nokia 5300 Xpress Music,0.5,0.53,0.5
"“I think I understand why we got that stone from a slave shop,”",0.375,0.475,0.525
Howard slams Obama on Iraq policy,0.4175,0.61,0.64
How many hundreds or thousands of labels will have to be re-submitted to the TTB between now and 2014?,0.5,0.475,0.525
Mortar assault leaves at least 18 dead,0.3225,0.5725,0.46499999999999997
"and how can the state legislature single out two counties (first Napa, now Sonoma) for this treatment?",0.405,0.595,0.53
"But Goodwill offers hope even to people with numerous obstacles to overcome, like Jerry.",0.6,0.575,0.55
"""Oh!""",0.5825,0.695,0.5275
"Cantonese opera is alive and well in Hong Kong, and the two other forms, Beijing and Kun, are sometimes presented.",0.525,0.5,0.525
Eliminating color was a way of eliminating the decadence of the 18th century.,0.44999999999999996,0.525,0.5
Embrace it.,0.55,0.525,0.55
Adrienne shook her head and made a sound of disgust.,0.15500000000000003,0.625,0.4075
"Outside the terminal, you will find taxis as well as buses to all points (take 3, 3A, 10, or 10A to the historic center; exact change is required).",0.5,0.44999999999999996,0.5
"The CRIC, which focuses on language development and renewal, is primarily representative of the Nasa peoples (Jackson 2003: 82).",0.5,0.405,0.5
Use gloves to break up the soil with your fingers.,0.525,0.475,0.6
Your contribution will help us rescue more animals like Astro ... make sure the perpetrators of cruelty are brought to justice ... nurse abused animals back to health and find them loving adoptive homes.,0.6075,0.6075,0.5
"Harbour City, just west of the Star Ferry Terminal in Tsim Sha Tsui is one of the largest; Pacific Place, 88 Queensway, is Central’s biggest mall, with retail outlets and department stores; Times Square is a collection of retail outlets in Causeway Bay.",0.525,0.5,0.525
"A highlight of the arts calendar is the annual Hong Kong Arts Festival, a three-week dose of international culture in February, with concerts, recitals, plays, jazz, Chinese opera, and innovative productions put on by leading talent from both East and West.",0.5,0.47,0.5
"October 7, 1996",0.5,0.42500000000000004,0.5
"Note that the initial G♯ is a pickup to the section in C♯, which fills in the whole-tone descent from E♭ to C♯ with the intervening fourth.",0.5,0.47,0.5
"The recycled air tasted sweet in my mouth, and all thoughts that crossed my mind were cheap metaphors about life-giving substances and how breathing was like sex, only better.",0.675,0.625,0.575
"""Obscenely ugly,""",0.09999999999999998,0.475,0.55
"“The white surface exposes color, presents it for disciplining.",0.53,0.53,0.5625
"""This is a criminal act and it certainly puts things in a different league,""",0.25,0.525,0.475
U.S. Weighs Sanctions Against North Korea,0.475,0.525,0.55
Don't forget about the back taxes!,0.475,0.7,0.55
Tow truck drivers accused of stealing cars,0.36250000000000004,0.4325,0.47750000000000004
We aren't giving anyone purpose.,0.25,0.45499999999999996,0.41000000000000003
I'm not one to make New Year's resolutions.,0.5,0.42500000000000004,0.525
"We are supported entirely by donations from generous individuals, corporations and foundations.",0.5625,0.5,0.5325
"""Of course,""",0.575,0.5,0.575
"But they did, overriding Governor Tony Knowles’ veto — and ignoring the will of the majority of Alaska’s citizens.",0.4,0.55,0.475
You suck.,0.25,0.6425,0.715
I looked around.,0.5,0.5,0.55
"Bill Gates and Craig Mundie: vista is Secure, employees are not",0.475,0.44999999999999996,0.525
"It can help purchase clothing, school supplies, books and educational tools throughout the year.",0.5725,0.46499999999999997,0.5
"Day and night, the action goes on in this vibrant city.",0.55,0.575,0.575
"August 4, 1999",0.5,0.5,0.47250000000000003
Kowloon’s main street was created by Sir Matthew Nathan when he was governor of Hong Kong at the turn of the 19th century.,0.5,0.44499999999999995,0.5
Facebook Fans: You Get What You Pay For 24 Mar 2010 by Rick,0.475,0.475,0.5
"For some reason I thought of a giant clown face from a carnival ride, but it scared the hell out me.",0.275,0.675,0.35
We believe there is no more appropriate time to have a coordinated and collaborative effort to financially support the services MCCOY offers to the community as a whole.,0.55,0.55,0.55
"“Well,”",0.5,0.53,0.5
Let me show you something.,0.5,0.575,0.575
"“Be careful you don’t let him touch it until you’re ready to use it,” the woman admonished Nepthys as she slipped the stone into a grey cloth pouch and handed it to him.",0.47,0.53,0.5625
You ok?,0.475,0.5,0.475
"It is true that Moore's film is sometimes unintentionally deceptive, but to call it fraudulent is hyperbole to the extreme.",0.475,0.5,0.42500000000000004
He was going to give us valuable information for her.”,0.55,0.525,0.55
University offers support to New Orleans school,0.525,0.5,0.55
This is what I wanted to show you.,0.55,0.6,0.6
"And what the casualties would have been, who knows -- but heavy.""",0.44999999999999996,0.525,0.5
"Shenzhen is a premier shopping center, and much cheaper than Hong Kong.",0.525,0.475,0.525
"The NMFS estimates that in 2000, more than 16,000 tons of Chilean seabass were legally caught from an internationally regulated harvest area in the Antarctic Ocean.",0.42500000000000004,0.55,0.575
What were we doing?,0.5,0.525,0.42500000000000004
"Marijuana helps ease HIV nerve pain, study says",0.5725,0.5725,0.6075
"They are an easy walk apart by the harbor road, or a longer 45-minute hike on the scenic Peak Road.",0.5,0.5,0.5
Goodwill prepares people for life-long employment.,0.525,0.525,0.525
"The straw/hay could also be a form of supplemental food, for livestock/horses, which has been used in before times.",0.525,0.475,0.525
Roy stood expressionless as ever as Chad turned to look.,0.5,0.47,0.5625
"Provincetown's official population of 3,500 supports a tourism industry that serves millions of visitors each year.",0.535,0.5,0.6075
"These stories draw from the long tradition of supernatural and ghost stories, which usually end with the demon destroyed or at least subdued.",0.5275,0.4175,0.555
"They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this war.""",0.4,0.55,0.6
"Amy, still holding my hand, smiled.",0.7749999999999999,0.625,0.44999999999999996
Large shops on the fashionable thoroughfares tend to be more expensive than smaller “family” shops tucked away in the side streets.,0.5275,0.5,0.5275
"“That's still dumb,” said Sarah.",0.30000000000000004,0.55,0.44999999999999996
Just then a horrible pain stung Chad's cheek and neck and ear.,0.32499999999999996,0.65,0.44999999999999996
"But Child is not one to get maudlin about the past, though she does want to keep it alive.",0.525,0.44999999999999996,0.5
But such heady progress would soon come to a halt.,0.47,0.4075,0.4375
"I've lived in the metro area my whole life, and there are areas (I can't call them neighborhoods) down there where I don't feel safe in daytime, much less at night.",0.35,0.55,0.32499999999999996
"Three years have now gone by since the September 11th attacks in 2001, and terrorism is a far greater threat to us now than it was then.",0.375,0.55,0.475
‘Is she all right?’,0.42500000000000004,0.625,0.42500000000000004
"He ran down a hallway and slipped behind one of the doors, but Nepthys was close behind him and left it open for me.",0.5,0.44999999999999996,0.5
"""Tarrin says the planet's a freaking gemstone!",0.66,0.7725,0.5925
"To avoid bumping into things (including other ants), Antie be provided with an escape function.",0.5,0.41000000000000003,0.5
"Before beginning an analysis of any piece by Béla Bartók, one must first decide to what degree tonal analysis will be used.",0.5,0.5,0.5
"His face soft as if caught between a smile and tears, he draped his loose cape over her shoulders.",0.55,0.575,0.55
"Nathan promised to show the story to a printer he knew and Allan left it with him, then walked home under the spreading maples with a smile lingering on his face.",0.59,0.5675,0.59
"Nevertheless, she gave me what I can only describe as an “appraising glance”.",0.6,0.55,0.5
And the last lesson -- have fun .,0.75,0.535,0.6775
Pluto's revenge: 'Word of the Year' award,0.5,0.525,0.44999999999999996
Sherry learned through our Future Works class that she could rise out of the mire of the welfare system and support her family.,0.6375,0.5675,0.615
It seemed appropriate.,0.5275,0.5275,0.5275
Tom Cruise and Katie Holmes set wedding date,0.6075,0.6075,0.5
The company also cited interest costs and amortization of goodwill as factors in the loss.,0.44999999999999996,0.475,0.475
"The committee said it had weighed the fact that Torricelli's principal accuser in the case had been Chang, ""a witness whose credibility has been called into question by the Department of Justice, a United States District judge and his own conduct.""",0.525,0.5,0.55
I know your family because an ancestor of mine made a bargain with an ancestor of yours.,0.55,0.575,0.55
Ancient.,0.525,0.475,0.525
"Without private donor support, this Fund doesn't exist.",0.3225,0.5725,0.4275
"We’ve noted the presence of 68 other species of grassland songbirds in the proposed poison-baited areas ... including the Bobolink, Grasshopper Sparrow, Harris’ Sparrow and Le Conte’s Sparrow.",0.5,0.44999999999999996,0.475
"His eyes were glowing red, and he had bared a set of fangs that could probably take my hand off.",0.375,0.6,0.44999999999999996
"For an interesting glimpse of small and family-owned shops, walk along Bonham Strand East and West, Man Wa Lane, and Cleverly Street.",0.55,0.55,0.525
"G7: Yen skates by, yuan singled out",0.475,0.5,0.5
Karnes carries the image of hundreds of hospital beds in his mind.,0.42500000000000004,0.525,0.5
"Beyond that, no one knew how they should proceed: everyone knew that saving the mills was important, but nobody stepped forward with a full-fledged plan to do it without losing huge amounts of money and dragging even more people down.",0.3175,0.545,0.385
Listen to loons.,0.5,0.4,0.475
That's because they know all too well that Moore is correct: The United States have a far greater homicide rate (both gun- and non-gun) than most other first world countries.,0.375,0.525,0.5
"P.S.: Defenders needs your help to raise $100,000 in emergency funds to help ensure that the coalition’s Emergency Effort to Save Alaska’s Wolves succeeds.",0.5,0.375,0.5425
Isis closed her eyes and lifted her hands.,0.5,0.46499999999999997,0.535
"America's Rust Belt is a swath of cities and towns that boomed during the Industrial Era and now lie -- well, rusting -- as empty remainders of glory days past.",0.42500000000000004,0.525,0.525
I will not even waste my time rebutting you point by point because you do not have a clue in many instances what you are talking about.,0.345,0.595,0.655
"Our cuisine salutes our love of Southern traditions at the table, but like the good people of Asheville, marches to its own drum.",0.575,0.575,0.55
"“the world’s most beautiful nature magazine,”",0.72,0.53,0.5
I don’t know how he could’ve been heard over the music.”,0.44999999999999996,0.475,0.44999999999999996
It's hard enough for her to make good decisions when she's surrounded by support.,0.47,0.53,0.53
"“One hundred and forty-seven is a magic number,” said Sarah.",0.525,0.5,0.475
Not in America.,0.405,0.47,0.595
"""poor judgment""",0.35,0.44999999999999996,0.42500000000000004
"Here’s what I need you to do, to make sure we prevail: First, I need you to sign and return your Petition to the U.S. Secretary of Agriculture.",0.5425,0.5825,0.5825
"Instead, both these stories feature many moments where readers have great sympathy for her, despite her depraved sexuality.",0.5,0.44999999999999996,0.44999999999999996
Not even Los Mundos is so polite.,0.475,0.525,0.55
"Your tax-deductible Membership includes a subscription to AMC Outdoors, the magazine of the Appalachian Mountain Club.",0.6,0.525,0.525
Parachutist dies at bridge-jump festival,0.33999999999999997,0.47750000000000004,0.45499999999999996
Wouldn’t that be wonderful?”,0.7,0.65,0.55
This is the first in a series of articles by guest blogger The Apocalyptic Housewife .,0.5,0.46499999999999997,0.5
"“Nice, my man,” he said as they clasped hands.",0.6825,0.5225,0.5925
"The statues in the main shrine represent Man, the god of literature, and Mo, the god of war, a curious juxtaposition.",0.5,0.4375,0.53
James M. McClelland President,0.5,0.4375,0.53
New Iraq terror tape calls for abducting foreigners,0.32499999999999996,0.575,0.525
"He took us to a squat, long building whose roof bulged up like the ribs of a gutted animal.",0.5,0.5,0.5
"U.S. to allow 7,000 Iraqi refugees",0.575,0.55,0.55
"I noticed that there were some people on the street, people the same color as the soiled buildings.",0.4375,0.5,0.5
Almost all motor output will be a direct function of sensory input as indicated in the following section.,0.5,0.42500000000000004,0.475
Horseracing.,0.5,0.39249999999999996,0.5
"Dear Friend of Animals,",0.575,0.5,0.5
"“Really, I’d like to help.",0.6,0.625,0.575
"She pleads with him, “We have a love bond between us, as constant as the T’ai Mountains and the Eastern Sea, and we must live and die together.",0.5,0.6,0.475
"If she is working, she is not on vacation.",0.475,0.5,0.5
"""Detroit: A City to Yourself""",0.475,0.525,0.5
A series of snapshots and images are then a visual resume for McCall.,0.525,0.475,0.475
"Well, not exactly.",0.475,0.525,0.5
"Tokhtakhounov, whose age was given by Comey as 53 or 62, is a ""major figure in international Eurasian organized crime,"" Comey said.",0.5,0.5,0.5
"Snow wreaks havoc in East, Midwest",0.275,0.525,0.375
France ends toxic alert at Canadian embassy in Paris,0.4375,0.5,0.5
"Inside is a collection of ceramics, carvings, and furniture.",0.5,0.4,0.44999999999999996
"""we wanted to let the NRA know that we haven't forgotten about Kayla Rolland""",0.475,0.5,0.525
"Sincerely,",0.5,0.47,0.47
---- the facilitation of ongoing discussions regarding effective and efficient youth service delivery;,0.5,0.4375,0.5
They were spirits of a certain branch of the Volga and the village based around a mill on that tributary.,0.5,0.5,0.5
"I have confidence they will change, retool, improve, live up to their responsibilities.",0.675,0.575,0.575
And it’s a great way to show your commitment to conservation every day.,0.525,0.44999999999999996,0.575
Travel+Leisure: Next island hot spot: St. Lucia,0.7,0.4,0.55
Yankee pitcher's pilot log found,0.525,0.5,0.5
He was calling bases all over the United States to line up their transfer to the desert outside Salt Lake City.,0.5,0.45499999999999996,0.545
"On Tuesday night, Redden took the podium for nine minutes before the gavel came down, recognizing bidders in the audience and on the telephone.",0.525,0.5,0.5
Your mom and aunt sound great.,0.75,0.55,0.525
Antie will also be equipped with one photoreceptor located in the middle of the top of its chassis corresponding to the ant’s eyes.,0.5,0.4325,0.5225
"Avant guard at the time was considered to be true art, while this kitsch was simply pure imitation.",0.475,0.4,0.525
"“Think about it,”",0.525,0.525,0.625
Energy Secretary Bill Richardson went to Baghdad in 1995 while a representative for New Mexico.,0.5,0.5,0.5
"He held a hand to his forehead, eyes closed and face flushed.",0.375,0.5625,0.4375
"""Every quarterback has a different rhythm,"" Cutcliffe said.",0.5,0.46499999999999997,0.4275
None of this is true.,0.36,0.5,0.5
And it will be a major setback for wolves nationwide — at a time when the American public overwhelmingly favors wolf reintroduction and protection.,0.365,0.59,0.5
"The rich sculptural effects on the façade mix Eastern and Western symbols: familiar saints, Chinese dragons, and a Portuguese caravel.",0.5925,0.53,0.5
Poster boy:,0.5,0.42500000000000004,0.55
"Big Sisters are mentors and friends who empower girls to more fully reach their potential, experience life's opportunities and perhaps begin to dream.",0.625,0.575,0.575
Sale and Pelletier declined to comment on Wednesday.,0.44499999999999995,0.47250000000000003,0.47250000000000003
"Old men should be fat.""",0.44999999999999996,0.4,0.42500000000000004
Many tailors have Web sites or are listed on Web sites.,0.5,0.44999999999999996,0.525
"And of course, your support will enable Audubon to stand ready to act whenever a wildlife crisis emerges --like the USDA’s bird poisoning proposal that I’m asking you to help us defeat today!",0.525,0.575,0.575
"He did not speak to reporters in Jordan, but he told The Associated Press before leaving the United States that he hopes to ""separate the humanitarian work from the political issues.""",0.53,0.4675,0.5625
"Malaquez said, ""Your pet?""",0.5,0.5,0.5
"""We've discontinued selling swordfish, Chilean seabass, orange roughy and marlin,""",0.475,0.5,0.42500000000000004
"The first, Vindex, defended Urnings, while the second, Inclusa, which followed shortly after, described the first scientific theory of homoerotic desire.",0.5,0.4375,0.5
